"","id","first_name","second_name","player_type","team_name","now_cost","total_points","points_per_game","status","bps","influence","creativity","threat","ict_index","news","news_added","photo","bonus","value_form","value_season","goals_scored","assists","clean_sheets","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus.1","element_type","team"
"155",361,"Sebastian","Prödl","DEF","Watford",4e+06,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/41945.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,18
"462",362,"Troy","Deeney","FWD","Watford",6300000,4,"2.0","i",11,"16.6","27.3","46.0","9.0","Knee injury - Expected back 02 Nov","2019-08-22T16:30:07.834073Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/41725.jpg",0,"0.2","0.6",0,0,0,0,0,0,0,0,0,0,4,18
"496",363,"Gerard","Deulofeu","FWD","Watford",6300000,6,"1.5","a",20,"18.6","67.1","128.0","21.1","","2019-08-04T11:30:17.304977Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/94924.jpg",0,"0.2","1.0",0,0,0,0,0,0,0,0,0,0,4,18
"520",364,"Andre","Gray","FWD","Watford",5900000,13,"3.2","a",46,"38.4","47.3","58.0","14.4","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/73426.jpg",2,"0.5","2.2",1,0,0,0,0,0,0,0,0,2,4,18
"498",365,"Isaac","Success Ajayi","FWD","Watford",4900000,2,"1.0","a",5,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/173514.jpg",0,"0.1","0.4",0,0,0,0,0,0,0,0,0,0,4,18
"37",366,"Ben","Foster","GKP","Watford",4900000,9,"2.2","a",65,"80.2","10.0","0.0","9.1","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/9089.jpg",0,"0.4","1.8",0,0,0,0,0,0,0,0,13,0,1,18
"25",367,"Pontus","Dahlberg","GKP","Watford",4500000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/206882.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,1,18
"397",368,"Abdoulaye","Doucouré","MID","Watford",5900000,5,"1.2","a",36,"34.8","81.8","69.0","18.6","","2019-08-22T16:30:07.847959Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/121599.jpg",0,"0.2","0.8",0,0,0,1,0,0,1,0,0,0,3,18
"398",369,"Roberto","Pereyra","MID","Watford",5900000,4,"1.3","a",18,"5.8","10.6","58.0","7.4","","2019-08-22T16:30:07.861792Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/61566.jpg",0,"0.2","0.7",0,0,0,0,0,0,1,0,0,0,3,18
"399",370,"Will","Hughes","MID","Watford",5500000,16,"4.0","a",58,"49.4","44.0","29.0","12.2","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/108413.jpg",0,"0.7","2.9",1,1,0,0,0,0,0,0,0,0,3,18
"400",371,"Tom","Cleverley","MID","Watford",4900000,5,"1.7","a",32,"9.6","35.6","20.0","6.6","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/43250.jpg",0,"0.2","1.0",0,0,0,0,0,0,0,0,0,0,3,18
"401",372,"Ken","Sema","MID","Watford",4900000,0,"0.0","n",0,"0.0","0.0","0.0","0.0","Joined Udinese on loan until the end of the season on 22/8. - Expected back 01 Jul","2019-08-22T10:30:11.423152Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/157775.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,18
"402",373,"Etienne","Capoue","MID","Watford",4900000,5,"1.7","d",32,"22.6","7.2","12.0","4.2","Illness - 75% chance of playing","2019-08-31T18:00:16.963606Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/38439.jpg",0,"0.2","1.0",0,0,0,0,0,0,1,0,0,0,3,18
"403",374,"Nathaniel","Chalobah","MID","Watford",4500000,1,"1.0","a",2,"0.0","0.0","0.0","0.0","","2019-08-08T17:00:14.660487Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/89085.jpg",0,"0.0","0.2",0,0,0,0,0,0,0,0,0,0,3,18
"404",375,"Domingos","Quina","MID","Watford",4500000,1,"1.0","a",2,"0.0","0.2","0.0","0.0","","2019-08-08T17:00:14.671773Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/216058.jpg",0,"0.0","0.2",0,0,0,0,0,0,0,0,0,0,3,18
"216",376,"Aaron","Cresswell","DEF","West Ham",4900000,0,"0.0","a",7,"9.0","1.5","0.0","1.1","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/55459.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,19
"236",377,"Angelo","Ogbonna","DEF","West Ham",4500000,9,"3.0","a",44,"54.6","0.5","21.0","7.6","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/40669.jpg",0,"0.5","2.0",0,0,1,0,0,0,1,0,0,0,2,19
"194",378,"Arthur","Masuaku","DEF","West Ham",4500000,12,"4.0","a",84,"45.2","18.5","1.0","6.5","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/105717.jpg",0,"0.7","2.7",0,1,1,0,0,0,1,0,0,0,2,19
"215",379,"Pablo","Zabaleta","DEF","West Ham",4400000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/20658.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,19
"206",380,"Ryan","Fredericks","DEF","West Ham",4500000,9,"2.2","a",48,"44.2","16.3","6.0","6.6","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/81012.jpg",0,"0.5","2.0",0,0,1,0,0,0,1,0,0,0,2,19
"179",381,"Issa","Diop","DEF","West Ham",4500000,10,"2.5","a",56,"46.8","11.7","11.0","6.9","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/219924.jpg",0,"0.6","2.2",0,0,1,0,0,0,0,0,0,0,2,19
"140",382,"Fabián","Balbuena","DEF","West Ham",4400000,-1,"-1.0","a",6,"5.6","0.4","0.0","0.6","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/166640.jpg",0,"0.0","-0.2",0,0,0,0,0,0,1,0,0,0,2,19
"219",383,"Winston","Reid","DEF","West Ham",4e+06,0,"0.0","i",0,"0.0","0.0","0.0","0.0","Lack of match fitness - Unknown return date","2019-08-22T14:30:12.592809Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/48717.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,19
"183",384,"Ben","Johnson","DEF","West Ham",4e+06,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/222018.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,19
"495",385,"Marko","Arnautovic","FWD","West Ham",7e+06,0,"0.0","u",0,"0.0","0.0","0.0","0.0","Joined Shanghai SIPG on a permanent deal on 7/7","2019-07-23T08:30:10.476392Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/41464.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,4,19
"510",386,"Javier","Hernández Balcázar","FWD","West Ham",6e+06,9,"4.5","a",27,"35.6","2.2","39.0","7.7","","2019-08-28T13:00:12.802860Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/43020.jpg",2,"0.4","1.5",1,0,0,0,0,0,0,0,0,2,4,19
"511",387,"Alexandre Nascimento","Costa Silva","FWD","West Ham",4500000,0,"0.0","i",0,"0.0","0.0","0.0","0.0","Abdominal injury - Unknown return date","2019-08-16T18:30:15.371373Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/209925.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,4,19
"23",388,"Lukasz","Fabianski","GKP","West Ham",5e+06,13,"3.2","a",75,"69.4","0.0","0.0","6.9","","2019-08-03T18:30:13.396292Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/37096.jpg",0,"0.6","2.6",0,0,1,0,0,0,0,0,12,0,1,19
"422",389,"Michail","Antonio","MID","West Ham",7e+06,6,"2.0","d",10,"21.4","28.1","112.0","16.2","Hamstring injury - 25% chance of playing","2019-08-27T21:30:10.874924Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/57531.jpg",0,"0.2","0.9",0,1,0,0,0,0,0,0,0,0,3,19
"423",390,"Felipe Anderson","Pereira Gomes","MID","West Ham",6900000,9,"3.0","a",49,"33.6","41.9","63.0","13.8","","2019-08-10T16:30:08.726727Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/101537.jpg",0,"0.3","1.3",0,1,1,0,0,0,1,0,0,0,3,19
"424",391,"Manuel","Lanzini","MID","West Ham",6500000,18,"4.5","a",86,"62.6","137.7","34.0","23.4","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/86934.jpg",3,"0.7","2.8",0,2,1,0,0,0,0,0,0,3,3,19
"425",392,"Andriy","Yarmolenko","MID","West Ham",5900000,10,"3.3","a",33,"12.6","24.1","13.0","5.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/56377.jpg",0,"0.4","1.7",1,0,1,0,0,0,0,0,0,0,3,19
"426",393,"Robert","Snodgrass","MID","West Ham",5400000,3,"1.0","a",13,"16.4","21.3","21.0","5.9","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/18987.jpg",0,"0.1","0.6",0,0,0,0,0,0,1,0,0,0,3,19
"427",394,"Jack","Wilshere","MID","West Ham",4900000,2,"1.0","a",4,"2.6","3.9","0.0","0.6","","2019-08-12T16:00:23.953571Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/54102.jpg",0,"0.1","0.4",0,0,0,0,0,0,0,0,0,0,3,19
"428",395,"Declan","Rice","MID","West Ham",4900000,8,"2.0","a",50,"45.8","15.5","1.0","6.2","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/204480.jpg",0,"0.4","1.6",0,0,1,0,0,0,1,0,0,0,3,19
"429",396,"Mark","Noble","MID","West Ham",5e+06,12,"6.0","a",53,"44.6","12.5","21.0","7.8","","2019-08-03T18:30:13.409612Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/18073.jpg",2,"0.6","2.4",1,0,1,0,0,0,0,0,0,2,3,19
"430",397,"Carlos","Sánchez","MID","West Ham",4500000,3,"1.0","a",9,"0.4","0.1","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/42824.jpg",0,"0.2","0.7",0,0,0,0,0,0,0,0,0,0,3,19
"431",398,"Grady","Diangana","MID","West Ham",4400000,0,"0.0","n",0,"0.0","0.0","0.0","0.0","Joined West Bromwich Albion on loan until the end of the season on 8/8. - Expected back 01 Jul","2019-08-08T13:30:11.839198Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/179830.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,19
"432",399,"Pablo","Fornals","MID","West Ham",6300000,5,"1.2","a",15,"19.6","5.3","20.0","4.5","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/217593.jpg",0,"0.2","0.8",0,0,0,0,0,0,0,0,0,0,3,19
"433",400,"Pedro","Obiang","MID","West Ham",4500000,0,"0.0","u",0,"0.0","0.0","0.0","0.0","Joined Sassuolo on a permanent deal on 25/7","2019-07-26T12:30:08.589709Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/59779.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,19
"237",401,"Matt","Doherty","DEF","Wolves",6e+06,9,"3.0","a",31,"6.6","6.2","10.0","2.3","","2019-07-12T09:30:08.159614Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/87835.jpg",0,"0.4","1.5",0,0,1,0,0,0,0,0,0,0,2,20
"203",402,"Jonathan","Castro Otto","DEF","Wolves",5500000,9,"3.0","a",39,"39.6","20.4","32.0","9.1","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/114128.jpg",0,"0.4","1.6",0,0,1,0,0,0,1,0,0,0,2,20
"204",403,"Conor","Coady","DEF","Wolves",5e+06,10,"3.3","a",41,"41.2","0.8","0.0","4.2","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/94147.jpg",0,"0.5","2.0",0,0,1,0,0,0,0,0,0,0,2,20
"84",404,"Ryan","Bennett","DEF","Wolves",5e+06,9,"3.0","a",47,"50.4","21.3","14.0","8.6","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/41727.jpg",0,"0.4","1.8",0,0,1,0,0,0,1,0,0,0,2,20
"85",405,"Willy","Boly","DEF","Wolves",5e+06,15,"5.0","a",67,"66.8","22.4","6.0","9.6","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/90585.jpg",5,"0.8","3.0",0,0,1,0,0,0,0,0,0,5,2,20
"86",406,"Rúben Gonçalo","Silva Nascimento Vinagre","DEF","Wolves",4400000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/216054.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,20
"128",407,"Romain","Saïss","DEF","Wolves",4400000,1,"1.0","a",3,"3.0","0.1","0.0","0.3","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/107613.jpg",0,"0.0","0.2",0,0,0,0,0,0,0,0,0,0,2,20
"220",408,"Max","Kilman","DEF","Wolves",4e+06,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/214048.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,20
"509",409,"Raúl","Jiménez","FWD","Wolves",7400000,13,"4.3","a",47,"63.8","39.1","95.0","19.8","","2019-08-02T08:30:15.227417Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/102057.jpg",3,"0.4","1.8",1,0,1,0,0,0,0,0,0,3,4,20
"501",410,"Diogo","Jota","FWD","Wolves",6400000,6,"2.0","a",12,"13.0","40.1","97.0","15.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/194634.jpg",0,"0.2","0.9",0,0,1,0,0,0,0,0,0,0,4,20
"12",411,"Rui Pedro","dos Santos Patrício","GKP","Wolves",5e+06,18,"6.0","a",64,"60.4","0.0","0.0","6.1","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/38533.jpg",2,"0.9","3.6",0,0,1,0,1,0,0,0,5,2,1,20
"24",412,"John","Ruddy","GKP","Wolves",4500000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/19236.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,1,20
"15",413,"Will","Norris","GKP","Wolves",4e+06,0,"0.0","n",0,"0.0","0.0","0.0","0.0","Joined Ipswich Town on loan until the end of the season on 30/7. - Expected back 01 Jul","2019-07-30T15:30:08.533720Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/168399.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,1,20
"450",414,"Rúben Diogo","da Silva Neves","MID","Wolves",5500000,11,"3.7","a",43,"69.6","38.5","39.0","14.8","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/171317.jpg",1,"0.5","2.0",1,0,1,0,0,0,2,0,0,1,3,20
"451",415,"João Filipe Iria","Santos Moutinho","MID","Wolves",5500000,12,"4.0","a",49,"70.2","104.8","0.0","17.6","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/19624.jpg",3,"0.5","2.2",0,1,1,0,0,0,0,0,0,3,3,20
"452",416,"Morgan","Gibbs-White","MID","Wolves",4900000,2,"2.0","a",13,"3.2","25.6","8.0","3.7","","2019-08-07T15:30:09.456552Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/222531.jpg",0,"0.1","0.4",0,0,0,0,0,0,0,0,0,0,3,20
"453",417,"Adama","Traoré","MID","Wolves",5e+06,2,"1.0","a",5,"6.4","16.7","14.0","3.7","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/159533.jpg",0,"0.1","0.4",0,0,0,0,0,0,0,0,0,0,3,20
"454",418,"Hélder","Costa","MID","Wolves",5e+06,0,"0.0","n",0,"0.0","0.0","0.0","0.0","Joined Leeds United on loan until the end of the season on 3/7. - Expected back 01 Jul","2019-07-03T13:00:11.133915Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/165808.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,20
"455",419,"Ivan","Cavaleiro","MID","Wolves",5e+06,0,"0.0","n",0,"0.0","0.0","0.0","0.0","Joined Fulham on loan until the end of the season on 13/7. - Expected back 01 Jul","2019-07-14T15:00:13.027011Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/166324.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,20
"456",420,"Leander","Dendoncker","MID","Wolves",4500000,6,"2.0","d",20,"20.0","26.3","31.0","7.7","Knock - 75% chance of playing","2019-08-30T12:00:14.393746Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/151589.jpg",0,"0.3","1.3",0,0,1,0,0,0,0,0,0,0,3,20
"243",421,"Leandro","Trossard","MID","Brighton",6e+06,11,"3.7","a",40,"49.2","83.3","52.0","18.4","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/116216.jpg",0,"0.5","1.8",1,0,0,0,0,0,0,0,0,0,3,4
"294",422,"André Filipe","Tavares Gomes","MID","Everton",5400000,4,"1.3","a",20,"22.6","41.6","3.0","6.7","","2019-08-10T16:30:08.873027Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/120250.jpg",0,"0.2","0.7",0,0,1,0,0,0,2,0,0,0,3,8
"229",423,"Chris","Basham","DEF","Sheffield Utd",4500000,10,"2.5","a",58,"45.2","14.0","12.0","7.1","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/40386.jpg",0,"0.6","2.2",0,0,1,0,0,0,0,0,0,0,2,15
"7",427,"Emiliano","Martínez","GKP","Arsenal",4500000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/98980.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,1,1
"488",428,"Wesley","Moraes","FWD","Aston Villa",6e+06,15,"3.8","a",44,"49.6","35.3","85.0","17.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/213345.jpg",3,"0.6","2.5",1,0,1,0,0,0,0,0,0,3,4,2
"10",429,"Jed","Steer","GKP","Aston Villa",4500000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","","2019-08-05T15:00:10.959066Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/79852.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,1,2
"249",430,"Aaron","Lennon","MID","Burnley",4900000,4,"1.0","a",15,"5.6","0.6","2.0","0.9","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/17349.jpg",0,"0.2","0.8",0,0,0,0,0,0,1,0,0,0,3,5
"365",431,"Christian","Pulisic","MID","Chelsea",7500000,13,"3.2","a",44,"34.0","51.7","50.0","13.6","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/176413.jpg",0,"0.4","1.7",0,2,0,0,0,0,0,0,0,0,3,6
"326",432,"Mateo","Kovacic","MID","Chelsea",5500000,10,"2.5","a",72,"58.2","55.9","20.0","13.4","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/91651.jpg",0,"0.5","1.8",0,1,0,0,0,0,0,0,0,0,3,6
"129",433,"James","Justin","DEF","Leicester",4900000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/220627.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,9
"522",434,"Josip","Drmic","FWD","Norwich",5400000,2,"1.0","a",1,"0.0","0.3","2.0","0.2","","2019-08-16T13:30:14.411587Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/81048.jpg",0,"0.1","0.4",0,0,0,0,0,0,0,0,0,0,4,14
"414",435,"Patrick","Roberts","MID","Norwich",5400000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/124165.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,14
"32",436,"Simon","Moore","GKP","Sheffield Utd",4500000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/74854.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,1,15
"468",437,"Che","Adams","FWD","Southampton",5800000,8,"2.0","a",6,"5.6","27.0","93.0","11.8","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/200439.jpg",0,"0.3","1.4",0,0,1,0,0,0,0,0,0,0,4,16
"348",438,"Moussa","Djenepo","MID","Southampton",5400000,5,"2.5","i",24,"42.6","1.8","31.0","7.6","Muscle injury - Unknown return date","2019-08-29T10:30:09.993921Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/431131.jpg",0,"0.2","0.9",1,0,0,0,0,0,2,0,0,0,3,16
"230",439,"Craig","Dawson","DEF","Watford",5e+06,5,"1.2","a",39,"52.6","1.3","64.0","11.9","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/60232.jpg",0,"0.2","1.0",0,0,0,0,0,0,1,0,0,0,2,18
"205",440,"José Ángel","Esmorís Tasende","DEF","Man City",4800000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/145235.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,11
"435",441,"Luke","Freeman","MID","Sheffield Utd",5400000,7,"1.8","a",20,"21.4","39.5","14.0","7.5","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/49083.jpg",0,"0.3","1.3",0,0,1,0,0,0,1,0,0,0,3,15
"377",442,"Tanguy","Ndombele","MID","Spurs",6e+06,14,"7.0","i",57,"83.8","31.8","14.0","13.0","Thigh injury - Unknown return date","2019-08-23T12:30:08.461512Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/231372.jpg",2,"0.6","2.3",1,1,0,0,0,0,0,0,0,2,3,17
"373",443,"Rodrigo","Hernandez","MID","Man City",5500000,9,"2.2","a",57,"38.6","29.3","25.0","9.3","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/220566.jpg",0,"0.4","1.6",0,0,2,0,0,0,0,0,0,0,3,11
"201",444,"Phil","Jagielka","DEF","Sheffield Utd",4400000,1,"1.0","a",4,"5.2","0.0","0.0","0.5","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/7645.jpg",0,"0.0","0.2",0,0,0,0,0,0,0,0,0,0,2,15
"107",445,"Tyrone","Mings","DEF","Aston Villa",4500000,16,"4.0","a",88,"121.6","24.4","6.0","15.2","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/149484.jpg",3,"0.9","3.6",0,1,1,0,0,0,0,0,0,3,2,2
"139",446,"Jack","Stacey","DEF","Bournemouth",4400000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/154131.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,3
"70",447,"Erik","Pieters","DEF","Burnley",4600000,18,"4.5","a",80,"78.2","41.7","3.0","12.3","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/39487.jpg",2,"1.0","3.9",0,2,1,0,0,0,0,0,0,2,2,5
"310",448,"Youri","Tielemans","MID","Leicester",6400000,17,"4.2","a",82,"27.8","70.7","61.0","15.9","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/166989.jpg",0,"0.7","2.7",1,1,1,0,0,0,0,0,0,0,3,9
"58",449,"Ralf","Fahrmann","GKP","Norwich",4400000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/28082.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,1,14
"38",450,"Roberto","Jimenez Gago","GKP","West Ham",4500000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/40694.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,1,19
"480",451,"Jay","Rodriguez","FWD","Burnley",5800000,4,"1.0","a",7,"2.2","0.1","10.0","1.2","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/44683.jpg",0,"0.2","0.7",0,0,0,0,0,0,0,0,0,0,4,5
"108",452,"Ezri","Konsa Ngoyo","DEF","Aston Villa",4400000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","","2019-08-05T15:00:10.970602Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/199798.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,2
"437",453,"Callum","Robinson","MID","Sheffield Utd",5300000,14,"3.5","a",23,"4.6","5.2","54.0","6.3","","2019-08-18T16:00:08.509598Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/171975.jpg",0,"0.7","2.6",1,1,0,0,0,0,0,0,0,0,3,15
"168",454,"Sam","Byram","DEF","Norwich",4500000,1,"1.0","a",3,"1.0","0.1","0.0","0.1","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/113564.jpg",0,"0.0","0.2",0,0,0,0,0,0,0,0,0,0,2,14
"109",455,"Bjorn","Engels","DEF","Aston Villa",4500000,13,"3.2","a",69,"70.4","0.9","11.0","8.3","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/108156.jpg",3,"0.7","2.9",0,0,1,0,0,0,0,0,0,3,2,2
"438",456,"Ravel","Morrison","MID","Sheffield Utd",4900000,1,"1.0","a",0,"0.0","0.6","4.0","0.2","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/90518.jpg",0,"0.0","0.2",0,0,0,0,0,0,0,0,0,0,3,15
"523",457,"Sébastien","Haller","FWD","West Ham",7400000,21,"7.0","a",96,"83.0","10.1","127.0","22.0","","2019-08-15T15:30:11.044189Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/103123.jpg",3,"0.7","2.8",3,0,1,0,0,0,0,0,0,3,4,19
